Categorie;Email
Openbare Ruimte;Overlast van de kermis.<br />Op de website vd gemeente zie ik dat er een vergunning is afgegeven waarbij de kermis van zondag t<wbr />/m donderdag tussen 11-23u open mag zijn en op vrijdag en zaterdag van 11-00u.<br />Deze tijden zijn dit jaar niet nageleefd. Op de dagen van zondag t<wbr />/m donderdag is de kermis dagelijks tot (soms zelfs na) 00u doorgegaan en op vrijdag en zaterdag zelfs tot na 1u 's nachts!<br />Ik kies er zelf voor om in het centrum te wonen en weet dat hier af en toe ongemakken bij komen kijken. Helaas hoort de kermis hier ook bij. De kermis zorgt de hele dag voor ellendige, harde, monotone herrie en het is dan extra vervelend dat de afsproken tijden niet worden nageleefd en dat de gemeente hier zelf niets aan doet.<br />Ik sta dagelijk om 6u op om naar mijn werk te gaan en zit er dan niet op te wachten om tot na 00u in een soort van (erg slechte) disco te moeten slapen.Per e-mail
Parkeren;geen handhaving meer plaatsvindt en handhaving is niet bereikbaar.Nee
Openbare Ruimte;Illegaal terras met veel overlast15-4-2015
Openbare Ruimte;Ik rijd een Tesla Model S en ben geheel afhankelijk van openbare oplaadpunten. Elektrische of hybride auto's zijn populair maar steeds vaker wordt er misbruik gemaakt van de oplaadpunten die door sommige autobezitters steeds vaker gebruikt worden als parkeerplaatsen.<br />Ik snap dat je als je opgeladen bent je niet direct de auto kan verplaatsen maar het gebeurd nu al regelmatig dat auto's er 2 of 3 dagen op het oplaadpunt blijven staan.Nee
Basisinformatie;Op de site Turk plaza en op Facebook circuleert een video opname waarop te zien is hoe iemand van handhaving iemand mishandeld. Er is geen sprake van directe bedreiging of iets dergelijks. Jongeman is al staande gehiuden wordt alsnog geslagen. Betreffende handhaver gaat helemasl uit zijn dak en dreigt hysterisch te worden. Het lijkt mij dat betreffende BOA niet geschikt is voor een publieke functie met beperkte gewelds instructies.Nee
Parkeren;Is het u ook al opgevallen dat scooters overal op de stoepen geparkeerd staan? Gewoon, midden op de stoep staat dat blik. Zodanig dat je er als voetganger nauwelijks nog langs kan. Kan dit niet afgelopen wezen? Parkeren op de rijweg, langs de stoep en ervoor betalen! Misschien helpt dat om die verschrikkelijke overlast van dat levensgevaarlijke vervoermiddel in te dammen.Ja
Belasting, Werk en Inkomen;De terrassen groeien de  pan uit, echter Cafe Ceintuurtje, Ceintuurbaan, een van mijn buren, maakt het wel heel bar. s Avonds rond 22 - 23 uur is het gehele trottoir geblokkeerd en als men een opmerking maakt wordt er gescholden en gedreigd> Wilt u hier iets aan doen?? Men overschrijdt de grenzen van de verguning zeer ruimNee
Openbare Ruimte;Ik heb op 8 mei jl telefonisch contact opgenomen met de gemeente in verband met de gewenste uitschrijving van een voormalige huisgenoot. Ik kreeg te horen dat ik als enige optie Stadsdeel West persoonlijk moest bezoeken om een adresonderzoek met een duur van enkele maanden aan te vragen. Dat lijkt me onwaarschijnlijk inefficient dus heb ik die dag het volgende bericht verstuurd naar dbi.handhaving@amsterdam.nl:<br />'Ik heb in 2013 een toestemmingsverklaring ondertekend voor de registratie van mijn toenmalige partner Richard E. Rogers op mijn adres Cliffordstraat 20-2. Hij is recentelijk verhuist naar een tijdelijk adres en woont niet meer bij mij. Omdat de heer Rogers nog geen permanent adres in Amsterdam heeft, heeft hij zich nog niet van mijn adres uitgeschreven. Ik wil echter niet dat er bij de gemeente onduidelijkheid bestaat over mijn situatie. Bij deze trek ik dan ook mijn toestemmingsverklaring in. Hoe nu verder?' Tot op heden heb ik geen ontvangstbevestiging of antwoord ontvangen.Nee
Belasting, Werk en Inkomen;Enorme vuilstort sinds enkele maanden. Winkelwagentjes, grof vuil, bureaus, matrassen etcNee
Basisinformatie;Medewerker Handhaving heeft een boete uitgeschreven voor een vrachtwagen dat volgens hem te dichtbij stond van een oversteek plek. Dit nav het feit dat de vrachtwagen niet op de laad en los plek kon omdat er een andere vrachtwagen aan de andere kant van de weg stond te laden en lossen. straat is te smal voor 2 vrachtwagens.Nee
Openbare Ruimte;elk jaar wordt het meer onmogelijk om op Koningsdag thuis te kunnen blijven ivm extreme geluidsoverlast.<br />Dit jaar viel Koningsdag op een maandag wat dan betekent dat op zater<wbr />/zond<wbr />/ma.avond en nacht het onmogelijk is om met een kindje van 2 jaar in je eigen huis te kunnen blijven.Hebt u deze klacht eerder ingediend:
Parkeren;Een aantal jaren geleden hebben enkele horecagelegenheden op de Prinsengracht 472-480 verlichte gevelreclame aangebracht waar geen toestemming voor was gegeven. Op verzoek van de bewoners aan de overkant hebt u ingegrepen wat ertoe heeft geleid dat de verlichting s avonds niet meer werd gebuikt. Rockcafe Cave heeft zelfs op uw aanwijzing de verlichtbare gevelreclame verwijderd. Dit allemaal omdat dit stukje gracht geen formele horecabestemming heeft.  Echter sinds kort heeft coffeeshop Superskunk grote oranje letters aangebracht die s avonds een afschuwelijk fel licht verspreiden die totaal niet past bij de omgeving en schade toebrengt aan Amsterdam als wereld-erfgoedNee
Belasting, Werk en Inkomen;Zie melding MORA-0405387. Regelmatig stuur ik een klacht in over het feit dat mensen al reeds in het weekend grof vuil op de stoep plaatsen, terwijl onze afhaaldag op donderdag is. Bovenstaande klacht is van vandaag en deze klacht wordt binnen 3 werkdagen afgehandeld. Dit betekent concreet dat de troep dus gewoon pas donderdag wordt opgehaald. In principe hoef ik dan geen melding meer te maken van dit issue. Feit blijft wel dat we een halve week tegen troep moeten aankijken die een ander doodleuk op straat gooit. Dit gaat wel ten koste van ons woongenot en het plezier van een schone straat. Ik heb al eens geopperd om boetes uit te laten delen indien mensen dit doen, maar volgens zeggen bestaat er geen milieupolitie (meer). Heel jammer, maar toch vraag ik u advies wat te doen in deze situaties. Het komt nl. ook weer steeds vaker voor dat er troep op straat wordt gezet en dat niemand zich ermee bemoeit. Ook de politie die ik al een keer hierover heb gesproken doet hier niets aan.Ja
Parkeren;Op lokatie NovaSemblastraat <wbr />/ spaardammerstraat is een pleintje, laden en lossen en veel vuilnis, Dhr Nieboer heeft een restaurant op de lokatie en ruimt vaak het vuilnis op, iedere dag,. heeft een aanvaring gehad  voor de zoveelse keer met een handhaver nr 43383, en die gaf aan dat hij meneer in de gaten houd, boetes geschreven.Nee
Basisinformatie;In de RAI is een tweedaagse conferentie. Het verkeer loopt rondom de RAI helemaal vast.Vanaf beethovenstraat en van baerlestraat is er een file onstaan met name door taxi's. Alle ontsluitingspunt zijn vast gelopen.Nee
Openbare Ruimte;handhaving met vuilauto bank boven brengen bij pieter lastmankade 37 en oude bank verkeerde dag bij grof vuil zetten handhaving oude vrouw daar vaak ophalen en afzettenJa
Parkeren;Als Woonzorg Nederland krijgen wij van veel bewoners, woonachtig in ons complex aan het Osdorpplein, klachten over geluidsoverlast tijdens festiviteiten als bevrijdingsdag. een bewoner heeft ook met een medewerker van Handhaving de decibellen gemeten, deze vielen binnen de norm, maar ook de medewerker gaf toe dat er erg veel geluid vrijkwam uit het festival. Veel senioren raken hierdoor in de stress en kunnen de hele dag hun woning niet uit, waardoor zij nog meer stress ervaren.Nee
Openbare Ruimte;Meerdere meldingen gedaan over verkeerd aangeboden huisvuil (MORA-0375421, 0375881, 0399563 en 0407409). Al deze keren kreeg ik bericht dat de melding was afgehandeld, maar elke keer is dit niet het geval. Ik voel me dan ook niet serieus genomen door de ambtenaren die hierover liegen. De overheid moet te vertrouwen zijn en als de ambtenaren liegen, wat stelt de overheid dan voor?Per e-mail
Openbare Ruimte;Ik heb in korte tijd meerdere keren problemen gehad met medewerkers van Handhaving die zich weigeren te legitimeren. Zodra ik dit vraag word ik bijna zonder uitzondering agressief benaderd en de medewerkers deden dit zonder uitzondering uiteindelijk niet. Ik heb dit probleem gehad op 2 mei en aan het begin van de nacht van 15 op 16 mei midden op het Thorbeckeplein met een donkere medewerker. Ik heb gisteren weer een zeer vervelende ervaring gehad met medewerkers van Handhaving en durf eigenlijk niet meer om legitimatie te vragen, omdat het nog nooit gebeurd is dat een medewerker die ik dit gevraagd heb ook heeft gedaan.Nee
Openbare Ruimte;De heer Bertus Koppers heeft het terrein rond onze woning ' terug in beheer genomen' op grond van de vaststelling dat een aanvraag tot zelfbeheer niet door de gemeente kan worden gehonoreerd omdat onze buren en wij niet tot overeenstemming over dat zelfbeheer kunnen komen. Wij hebben deze aanvraag niet gedaan, weten daardoor niet of we tot overeenstemming kunnen komen en willen deze aanvraag graag inzien. Wij hebben inmiddels drie maal om inzage verzocht maar daarop geen antwoord gekregen. Wij hebben ook niet mogen vernemen waarom wij deze aanvraag niet mogen inzien of waartoe wij ons moeten wenden om inzage aan te vragen.Nee
Openbare Ruimte;U meld dat klacht registratienummer MORA-0393215 is afgehandeldJa
Parkeren;36276251 biljet nr<br /><br />Wij hebben al meerder keren u per mail verteld dat dwangbevel met betaling niet goed is, wij hebben nog nooit werkzaamheden verricht in amsterdam, dus wij hebben ook geen steigers die daar hebben gestaan, nu u ons blijft bestoken met brieven zijn wij na vandaag genoodzaakt per brief een bedrag van 1500,- in rekening te brengen om u brieven te beantwoorden, dus wij gaan dan er ook vanuit dat als u na vandaag 23-05-2015  biljet nr 36276251 blijft sturen, u er mee akkoord gaat met deze kosten voor u brieven te beantwoorden.<br /><br />Mocht u niet binnen 10 werkdagen reageren gaat u akkoord dat u intern administratie fout heeft, en dat u dit intern oplost.<br /><br />met vriendelijke groet,<br /><br />Pieter v VeldhuizenJa
Basisinformatie;Op de bruggen van de Da Costakade (Kinkerstraat en Potgieterstraat) staan tegenwoordig steeds vaker taxi's met ronkende motoren aan. Deze bruggen zijn geen taxistandplaats. Niet alleen veroorzaken de chauffeurs veel luchtvervuiling maar ze maken vooral veel lawaai waardoor wij 's nachts niet kunnen slapen. Vannacht om 4.00 hrs ben ik opgestaan om te vragen of ze de motoren uit konden zetten waarop ik geschoffeerd ben. Ik heb de Politie gebeld die mij vertelde dat ze niks kunnen doen zolang er geen gemeentelijke verordening is, waarbij duidelijk wordt aangegeven dat de chauffeurs daar niet mogen staan met de motoren aan.Nee
Openbare Ruimte;Op 22<wbr />/08<wbr />/2012 is door Droog Design aan de Staalstraat<wbr />/ hoek Groenburgwal, illegaal een boom uit de binnentuin gekapt. Ondanks dat Mw. van 't Slot van afdeling Handhaving de werkzaamheden had stil gelegd. Later is alsnog de kapvergunning verleend omdat de boom onherstelbaar beschadigd was. Bij besluit  van de Gemeente moet Droog Design een nieuwe boom planten. Tot op heden is er geen boom boom geplant. Ik heb hierover in 2013, 2014 en eerder dit jaar meerdere malen contact op genomen met de afdeling Handhaving. Ik wordt van het kastje naar de muur gestuurd en volgens afspraak toch niet terug gebeld.Ja
Parkeren;Beste,<br /><br />Ik hoop dat u mijn klacht serieus neemt en er ook een direct verantwoordelijke antwoord.<br />Ik woon al jaren in de stad en mijn familie ook. De stad is steeds meer aan het veranderen in een centerparcs waar ik elke week 1 of 2 keer andere mensen naast me heb wonen. Ik woon tegenover 5 woonboten die op een na elke week aan iemand anders verhuurt zijn. Die ene daar is af en toe de eigenaar in het weekeind aanwezig. Een thuis voor mij is naast mijn eigen huis ook mijn thuis omdat ik met mensen ben die ik ken. Dat is helemaal niet meer het geval en de gemeente handhaaft helemaal niet. <br />Daarnaast is er zoveel horeca bij gekomen dat in mijn stadsdeel de straten overspoelt worden en ik niet meer kan parkeren. Het lijkt elke zomerdag wel koningsdag op rozengracht kruising marnixstraat vanwege Waterkant en Brandstof. Over de Shisa louge heb ik ook al geklaagd en heeft u niets aan gedaan. Uiteindelijk heeft het zoveelste geweldincident geleid tot sluiting.<br /><br /><br /><br />Nee
Openbare Ruimte;Er is een waterkraan geplaatst bij de zuidelijke ingang van het rembrandt park. Deze waterkraan staat langs een druk fietspad en word gebruikt om waterballonen te vullen en de voorbijgaande fietsers te bekogelenPer e-mail
Openbare Ruimte;In de jacob Marisstraat, ter hoogte van circa nummer 100, staan al wekenlang twee afvalstort containers. Mag dat?Nee
Openbare Ruimte;geluidoverlast door festival Dynamic in het Amsterdamse Bos<br />Onafgebroken bonkend gedreun, met akelig lage tonen. Trillen in de vloer van huis te voelen.Nee
Belasting, Werk en Inkomen;Ik woon op de Overtoom 329 - 2 en tegenover mij staan de huizen in stijgers. Daaromheen is een net gespannen met een reuzegrote reclame van Samsung, dat 's avonds wordt verlicht. Ik heb veel last van de reclame en van het licht.Nee
Openbare Ruimte;Geacht gemeente bestuur,<br />Sinds de opening van de Hallen staan er te vaak taxi's met draaiende motor in de nacht op de bruggen Kinkerstraat<wbr />/ Da Costakade en Potgieterstraat<wbr />/ Da Costakade. Het lijkt soms wel een illegale taxistandplaats. Behalve de luchtvervuiling waar wij hier niet op zitten te wachten, kan ik er ook niet van slapen. Kan de politie dat beter in de gaten houden? met vriendelijke groeten. A. BotmaPer e-mail
Parkeren;een bijzondere behandeling door de politie terwijl mijn huurpand werd gekraakt en vernield, zie bijlageNee
Belasting, Werk en Inkomen;Bij de Admiralengracht wordt er aan de straat gewerkt waardoor er minder parkeerplatsen zijn en de handhaving delen bonnen uit aan autos die vergunningen hebben maar op andere plekken staan geparkeerd wegens minder parkeer plekken.Nee
Openbare Ruimte;Ik heb een klacht over het feit dat op het voorplein van Sloterdijk fietsen onterecht gestickerd zijn als wrak. Ik ben erg voor verwijderen van verkeerd geplaatste fietsen (zeker bij Sloterdijk waar het vol is en veel geparkeerd wordt buiten de rekken zodat doorgangen versperd worden). Echter, er zijn nu veel fietsen gestickerd die EN goed in de rekken staan EN zeker geen wrakken zijn. <br />Dit is onterecht en zal denk ik leiden tot veel irritatie. Handhaving moet wel kloppen.Nee
Belasting, Werk en Inkomen;Ongeveer elke maand bel ik 14020 of stuur ik een melding via de Opgeruimd app over verkeerd aangeboden huisvuil. Zo ongeveer elke dag ligt er huisvuil aan de gracht ter hoogte van Herengracht 255. Buurtbewoners gooien dit er op elk gewenst moment neer. Elke keer als ik er melding van maak, krijg ik van u een melding terug dat er niets op de locatie is aangetroffen. Dat is natuurlijk logisch omdat u pas na een dag of twee, drie in actie komt. En dan is de vuilniswagen natuurlijk al weer langsgeweest. De vuilnis wordt hier op maandagavond en donderdagavond opgehaald. Bijgaande foto is van woensdagavond 19.00 uur. Los van dat ik het ronduit onbeschoft vind van mijn buurtbewoners, trekken meeuwen deze zakken ook kapot waardoor de straat vaak bezaaid is met troep. Jammer dat u niet wat punctueler met mijn klachten omgaat, of denkt u dat ik overdrijf en zeur. Dan hoor ik het graag, dan stop ik meteen met melden, hoewel mijn vertrouwen in deze gemeente dan volledig weg is.Nee
Belasting, Werk en Inkomen;Ik ben gisteren omstreeks kwart voor 7 mijn fiets gaan parkeren bij de buitenstalling tegenover de ovfiets<wbr />/fietsenmaker. Daarbij heb ik mijn fiets op de naar mijn mening juiste manier geparkeerd en heb ik mijn voorwiel vastgemaakt aan het rek. Toen ik rond 18:00 terugkwam om mijn fiets te pakken was hij weg. Ik was erg verdrietig omdat de fiets mij emotioneel veel waard is. Ik begreep van de fietsenmaker dat er elke dag fietsen worden opgehaald. Ik zag dan ook erg veel rode stickers op fietsen en ik snap dus echt niet dat mijn fiets niet van een sticker is voorzien maar gelijk is meegenomen. Ik heb gebeld met het depot en mijn fiets staat daar (ref nr. 201566861) en daar ben ik erg blij mee maar ik vind het kwalijk dat ik nu een nieuw slot + 15 euro verschuldigd ben terwijl ik met goede bedoelingen mijn fiets in het rek heb geplaatst die ochtend.Nee
