Categorie;Email
Basisinformatie;Kl geeft aan aanzienlijke overlast te ervaren van het verzamelplaats huisvuil, klacht is dat buiten de aangewezen tijden vuil wordt geplaatst wat resulteert in een vuilnisbelt, ook valt kl oo dat mensen uit andere straten huisvuil komen plaatsten en ziet zij graag een betere verdeling zowel in de straat als omgeving.Graag contact om de komen tot een structuerel probleemoplossing
Belasting, Werk en Inkomen;Burger heeft melding gemaakt van niet opgehaald huisvuil en grofvuil. Het huisvuil ligt te rotten, ongedierte er om heen. en kreeg te horen dat het maandag pas wordt opgehaald met alle gevolgen van dien.gemeente moet efficienter werken: als huisvuil inzameling constateert dat er grofvuil ligt: bellen met afdeling en zorgen dat het diezelfde dag nog wordt opgehaald.<br />En direkt afd handhaving informeren over melding verkeerd aangeboden afval: kortom daadkrachtig optreden
Openbare Ruimte;Kermis die bij bij het stadion stond adverteerde met een zgn 1 eurodag op vrijdag. Dat bleek niet te kloppen omdat alle attracties 3 bleken te kosten behalve het mini draaimolentje.Voor de volgende keer. Kan deze misleidende reclame voortaan achterwege blijven.<br />Bv in Amstelveen is een 1 eurodag ook echt een 1 eurodag.
Belasting, Werk en Inkomen;Op de locatie kruising Geervliet<wbr />/ Hinderstein stonden twee bankjes op de stoep tegen het hek van sportterrein Trias. <br />Deze twee bankjes zijn van daag 14 april verwijderd. <br />Dit had geen reden vanwege werkzaamheden, maar zijn gewoon weggenomen uit het straatbeeld. <br />Beller heeft, evenals veel andere bewoners, veel baat bij de bankjes omdat ouderen er graag op uitrusten en de wegname van de bankjes is een gemis. Graag contact hierover waarom dit gedaan is.De bankjes terugzetten
Parkeren;Onaangekondigd groot evenement op 1 mei Dag van de Arbeid in het Martin Luther KingparkWat wilt u dat de gemeente gaat doen naar aanleiding van uw klacht:
Openbare Ruimte;Werknemer gemeente reiniging begint te scheldenContact opnemen
Openbare Ruimte;Wegens werkzaamheden worden vijf parkeerplekken gereserveerd, wat erg onhandig is want er zijn weinig parkeerplekken ook door andere werkzaamheden. Na afloop van de werkzaamheden blijven de parkeerplekken ongebruikt maar nog steeds afgezet.Hekken weghalen in het weekend zodat de parkeerplaatsen gebruikt kunnen worden wanneer er geen werkzaamheden zijn. Na het weekend kunnen de hekken dan weer terug.
Parkeren;Starbucks aan de F Bolstraat  45 heeft nu banken aan de Gerarddoustraat .Er mag alleen een terras vergunning komen als er 1,5 meter over blijft van de stoep .<br />Er is nu nog maar 50 cm over ,doordat er een papier bak ,glasbak en een fietsen rek staat .<br />Er staan vaak losse fietsen ,scooters ect .<br />Ik wil niet op de straat lopen doordat de stoep niet meer toegankelijk is voor voetgangersNee
Openbare Ruimte;Op het parkeerterrein van de Rai was er op Koningsdag een groot festival, Kingsland. Dit festival heeft vooral op de hoek van de Krammerstraat<wbr />/volkerakstraat tot veel overlast gezorgd door plassende mensen tegen onze gevels en in de portieken. Dit omdat de uitgang van het festival hiet 25 meter vandaan was. ( De politie heeft gedaan wat zij kon, dus hier heb ik geen klagen over.) <br />Ik ben samen met de buren naar buiten gegaan en heb tot 9 uur 's avonds mensen weg gestuurd en daarna mijn gevel en stoep moeten schoonmaken.Nee
Openbare Ruimte;Het Parkeilandje langs het Schinkelkanaal in Oud-Zuid is een mooie plek om te wandelen maar helaas niet meer begaanbaar door de enorme hoeveelheid ganzenuitwerpselen. Mij dunkt dat er iets aan te doen moet zijn en in ieder geval is het de taak van de Gemeente. Ik wens u een creatieve oplossing, die moet er toch zijn. Succes, Th. Honig, Eosstraat 482 .Nee
Basisinformatie;Groot FNV evenement in M.L. Kingpark met keiharde muziek in een gebied waar baby's en kleine kinderen gewoon nog overdag slapen.Per e-mail
Parkeren;door de vele werkzaamheden en uitgegeven bouwvergunningen  tijdelijke objectvergunningen wegsleepregelingen etc is moeizaam om in het gebied rond de Pijp te parkeren. alles afgeslotenVeel te weinig parkeerplaatsen hierdoor veel overlast.<br />Door een richtingsverkeer is het gebied nauwelijks bereikbaar. Er wordt geen rekening gehouden met toegankelijkheidNee
Parkeren;Vandaag wilde ik een afspraak maken voor het ophalen van grofvuil. Allereerst ben ik het er neit mee eens dat het kosteloos in een ander stadsdeel 1x per week wordt opgehaald terwijl in Zuid je voor de kosten op moet draaien. Heel veel zaken zijn gecentraliseerd bij de gemeente maar dit ene onderdeel dan weer niet. Hier komt bij dat ik stadsdeel Zuid 2x keer heb geprobeerd te bellen maar dat de medewerker achter 14020 er niet door heen kwam. Dit was om 12.04 en om 16.52. Doorverbinden lukte niet en de afdelingstelefoonnummer werd mij niet gegeven omdat ik niet direct zou mogen bellen. Dus dit onderdeel wordt wel gecentraliseerd via 14020 maar de kosten en ophalen van grofvuil weer niet. Heel bijzonder. Maar dat er ook ngo eens geen contact gelegd kan worden met deze afdeling op 2 verschillende tijden op de dag vind ik niet service gericht. Ook de reactie van de medewerker 14020 mag ook getrained worden met dit soort situaties om te gaan met name die van tijdstip 12.04Nee
Belasting, Werk en Inkomen;Mnr. heeft vanuit het raam gekeken hoe er werd schoongemaakt. Alles werd de portiek ingeblazen terwijl de portiek gister is schoongemaakt. Mnr. doet vervolgens de deur open en vraagt de schoonmaker om het schoon te maken. Vervolgens komt de gemeentelijk ambtenaar naar hem toe, dreigend, en zegt 'moet schoonmaken'. Mnr zei ik heb niet gezegd 'moet' maar 'wil' je schoonmaken. Vervolgens werd de blazer uitgedaan en liep de ambtenaar weg en kwam vervolgens terug. De ambtenaar dreigde met ik heb 4 zoons zo laat ik niet tegen me spreken. Zo laat ik niet tegen me spreken klootzak. Verder nog van alles in het Surinaams. (Ambtenaar is een surinaamse man). Vervolgens kwam de andere ambtenaar erbij en dit ging zich er mee bemoeien terwijl hij niks kon horen vanuit de auto. Mnr heeft ze gevraagd naar de nummers van de ambetnaren maar die wilden ze niet geven. De ambtenaar uit de auto kwam naar meneer toe met gebaren van dat ie wil vechten. Toen kwamen er buren bij en is de situatie gesust.Nee
Openbare Ruimte;Beller geeft aan dat buiten haar voordeur, blauwe en gele bloemen, deze zouden weggespoten zijn door Stadsdeel Zuid. Wil weten of het nog steeds gebeurt en wil uitleg waarom gemeente dit doet.Nee
Openbare Ruimte;Wij zijn bewoners van het Olympiaplein, tegenover het prachtige nieuwe Swift gebouw. Sinds kort verschijnt rond het gebouw steeds meer reclame voor Power League (voetbaldveldverhuur) in de vorm van reclameboorden (aan het mooi hek en elders) en vlaggen. Dat ontsierd het gebouw en past niet bij het ontwerp dat een tijd geleden door de gemeente aan de bewoners is gepresenteerd. We hebben contact gehad met Sift voorzitter Pareren. Die geeft aan ook niet blij te zijn met de reclame maar dat de gemeent hierover gaat. Is de reclamevloed blijvend? Is gekeken of de grote, felle panelen in het stadsgezicht passen?Telefonisch
Openbare Ruimte;Geluidsoverlast bouwwerkzaamheden aan Atrium gebouw Zuidas.<br /><br />Deze werkzaamheden vinden in de avond, nacht en in het weekend plaatsPer e-mail
Openbare Ruimte;Kl heeft een klacht over de bouwactiviteiten ivm bouw van een parkeergarage. Hierdoor is de parkeerdrukte in de Pijp Noord enorm toegenomen, waardoor de kl zijn eigen auto niet kan parkeren. Kl heeft een lopende parkeervergunning voor een half jaar. Kl heeft afgelopen zaterdag moeten parkeren bij het Museumplein, omdat hij nergens anders de auto kwijt kon en heeft €15,90 voor moeten betalen. Terwijl kl een parkeervregunning heeft. Ik heb met Cition gebeld en Cition geeft aan dat zij eerst bericht moeten ontvangen van SD Zuid voordat zij klanten verder kunnen helpen. De parkeerdruk is al hoog zonder de bouwactiviteiten. Kl heeft begrepen van twee bouwvakkers dat er een bouwstop van een half jaar volgt, omdat bewoners van de Rysdaelkade een rechtzaak zijn begonnen.Nee
Openbare Ruimte;dhr Sijmons is gestruikeld over een rij oneffen stoepstenen (een hele richel ligt ongeveer een centimeter boven de straat). dhr Sijmons heeft er blauwe plekken en zere tenen aan overgehoudenNee
Openbare Ruimte;mevr  heeft klacht over Amstelkade 160. mensen van stadsdeel zuid, wilde de straat schoonmaken, maar nu is de vensterbank , haar fiets, de planten van de geveltuin zijn weggemaaid, en dit schijnt elk jaar hetZELFDE TE ZIJN. MEVROUW IS BOOS OP DE WERKWIJZE VAN DE MENSEN VAN OPENBARE RUIMTE VAN ZUID.Nee
Openbare Ruimte;de schommel in Sarphatiepark is stukNee
Openbare Ruimte;M.b.t. vergunningverlening voor 1 mei manifestatie van FNV in M.L.Kingpark:<br />1. Afspraak is dat vergunningverlening voor grote evenementen in dit park zich beperkt tot theaterfestival De Parade. Deze afspraak is geschonden.<br />2. Het stadsdeel heeft van tevoren geen informatie verstrekt over dit evenement.<br />3. Vanaf di. 28<wbr />/4 t<wbr />/m za. 2 mei was het park niet toegankelijk voor buurtbewoners en anderen.<br />4. Op vr. 1 mei was sprake van geluidsoverlast. Vanaf 8.15 uur werd de apparatuur getest. De sterkte van het volume was buitenproportioneel. In de middag was het volume te hard in verhouding tot de omvang van het gebied.<br />5. Vanaf 16.15 uur stonden 4 x 30 bussen met draaiende motoren deelnemers aan de manifestatie op te wachten. Een aantasting van het leefmilieu. Bovendien loopt hier een persriool onder de weg. Kortgeleden was er nog sprake van een lekkage in het buizenstelsel.Nee
Openbare Ruimte;een terugkerende situatie: bij de containers worden zakken neergezet, ook op de dagen dat de containers net zijn geleegd. <br />de beller heeft dit eerder gemeldJa
Parkeren;festival Dynamic (amsterdamse bos) geeft enorm geluidoverlast via water nieuwe meer enorme last van ondertoon basgeluidNee
Openbare Ruimte;tijdens het wegspuiten van onkruid zijn er ook bloemen bij mevrouw voor de deur weggespotenJa
Openbare Ruimte;beller meldt dat er nu voor 4e week op rij een festival is op Stadionplein. Ze heeft geluidsoverlast en vindt het te veel. Ze zijn bovendien aan het heien.Nee
Parkeren;Mevr. van den Bogaard  + mede bewoners ondervinden overlast van de werkplaats in het Amstelpark. Onder andere geluidsoverlast doordat medewerkers gooien met materiaal. Men maakt veel lawaai., vooral in de ochtenduren ( rond 06.00 begint het al)41857
Belasting, Werk en Inkomen;Kl geeft aan dat er structureel sprake is van het verkeerd aanbieden van grofvuil om en nabij de ondergrondse afvalcontainers.Nee
Openbare Ruimte;Struikgewas dat is helemaal dicht gegroeit wat nu voor ongedierte zorgt.Struikgewas verwijderen i.v.m overlast ongedierte.
Openbare Ruimte;Geen brief gehad over de inspraakvergadering van 10 februari jl. iz bestemingsplan van Geerdinkhof, Gouden Leeuw en Groenhoven. In Groenhoven is wel de aankondiging verstuurd maar in Geerdinkhof niet.Dat er een nieuwe vergadering wordt uitgeschreven zodat iedereen in staat is om de vergadering alsnog bij te wonen. UIk heb nu geen gebruik kunnen maken van mijn inspraakrecht.
Belasting, Werk en Inkomen;Ik heb al diverse malen een melding gemaakt dat de straatverlichting bij de ingang van Polsbroekstraat defect is. Telkens krijg ik een afmelding maar de verlichting is nog steeds defect. <br /><br />Inmiddels doet paal 907 , Sleewijkstraat 25 het ook nietDe verlichting nu eens zsm maken, dit geeft een onveilig gevoel.
Openbare Ruimte;handhaving heeft de Garstkamp een drankvergunning verleent daar het een kantine bewonersvereniging  garstkamp zou zijn <br />maar het is recreatiezaal bewoners garstkamp en als truc speciaal <br />sterke drank omdat het valt onder bejaardenhuis,zorg ,of verpleeginrichting maar dat is het niet het is een 50 plus woningen en zelfs dat niet meer want Ymere neemt het niet zo nouw met de regelshet oplossen en de bar sluiten zoals het hoort.
Parkeren;Op 20 april heb ik 14020 gebeld met de vraag of de stoepgoten eens geveegd kunnen worden in onze straat. Dit is vanaf juni 2014 niet meer geveegd!!!!<br />Er is ooit een veegwagen geweest t<wbr />/m nr. 50<br />Ik kreeg te horen dat er binnen 1 week geveegd zou worden. <br />Het opzoeknummer is Mora 0384182<br /><br />Ook heb ik gevraagd of de oude fietsen en brommer weggehaald kunnen worden die plaats innemen bij de stalling eindpunt metro 50<wbr />/54 aan de winkelkant. Soms zijn er geen plaatsen meer om je fiets te kunnen neerzetten omdat er wrakken staan.20-4-2015
Openbare Ruimte;Bezwaar vergunning Open Air Festival 2015<br />uw ref: 2015-0361344Nee
Belasting, Werk en Inkomen;Melder geeft aan overlast last te hebben van rondlopende ganzen,<br />maar SD  Zuidoost heeft geen  concrete plossing<br />Melding is gemaakt  voor SD Zuidoost  MORA 0328722Nee
Parkeren;De bak voor plastic afval in WC Reigersbos wordt niet vaak genoeg geleegd. Ik kom er normaliter iedere vrijdag en dan is de bak eigenlijk al vol en kan ik er nog net mijn flesjes e.d. bijproppen. Ik verkeerde in de veronderstelling dat de bak wel geleegd zou worden VOOR het weekend. Echter, de laatste tijd kom ik er ook op zaterdagochtend en dan is de bak letterlijk OVERvol en hebben mensen hun afval ook ernaast gezet. Ik weet dat er meer mensen deze klacht hebben. Sommigen gooien nu hun  plastic weer bij het gewone afval en ik heb de neiging dat ook weer te doen. Dit is een slechte zaak voor het gescheiden inzamelen.  De gemeente <wbr />/ het stadsdeel is niet geloofwaardig als ze posters e.d. publiceren waarin gescheiden inzamelen geadverteerd wordt.Ja
Parkeren;Voor mijn huis is een pleintje waarop altijd een klimrek op rubbertegels heeft gestaan. Na debestrating is dit vervangen door een glijbaan een hele lelijke glijbaan in een grote bak met zand. Die bak zand is in een dag omgetoverd tot kattenbak. Een gevaarlijke plek voor kinderen om te spelen. Ik begrijp niet wie dit bedacht heeft. Een beetje dom . Bij deze de vraag om dit binnen zeer korte tijd te veranderen in een echte speelplek. Zo kunnen mijn kleindochters niet buiten spelenNee
Belasting, Werk en Inkomen;Geluidsoverlast vanuit het Bijlmerpark. Ik woon aan de Kolfschotenstraat op de derde + vierde etage. Bijna dagelijks hoor ik een mannelijke stem door een megafoon of microfoon. In eerste instantie dacht dat de basisschool Onze Wereld een sportdag organiseerde. Toen dit weken aanhield ben ik in de buurt gaan kijken, maar ik kon niets vinden. Wel kwam ik erachter dat je beneden 'de stem' niet hoorde. Het geluid wordt geblokt door alle woningen die er zijn, maar als ik in mijn woonkamer op de vierde etage zit hoor ik het wel. Op mijn dakterras zit ik niet meer omdat ik me er zo aan erger. Gisteren was ik naar het Bijlmerpark gegaan en kwam er eindelijk achter dat 'de stem' vanuit de voetbalvelden afkomstig is. Dit kan echt niet, het volume zou echt omlaag moeten. Terwijl ik dit schrijf is het 21:15 en ik hoor nog steeds een stem door een megafoon in mijn woonkamer. Ik begrijp ook niet de noodzaak van de hele dag iets omroepen ivm een voetbalwedstrijd.Geen voorkeur
