Categorie;Inhoud 1;Inhoud 3
Openbare Ruimte;Meneer heeft een aanvaring gehad met iemand van de reiniging.<br />Meneer woont Opheusdenhof. Was aan het rijden op de parkeerplaats hier. Hierdoor kon een meneer van de reiniging er niet door met zijn busje. Bestuurder reed in een bestelbusje met open laadbad. Kenteken 22-FNB-7.<br />Bestuurder begon te schreeuwen met vuile blanke. Daarna met ik schiet je kop eraf.;Gepaste maatregelen. Bestuurder het busje was in functie van Gemeente en heeft mij bedreigd. Ik had ook naar de politie kunnen gaan.<br />Bestuurder denkt duidelijk overal maar mee weg te kunnen komen.
Openbare Ruimte;Of het nu in het voorjaar 2013 of in het voorjaar 2014 was, weet ik niet meer. In deze periode is er gewerkt aan de weg S112 en ter informatie aan de bewoners zijn er op de Oudenrijnlaan ter hoogte van Opheusdenhof twee verkeersborden geplaatst. De S112 is ondertussen al lang gereed, maar de verkeersborden op de Oudenrijnlaan zijn vergeten... Kan de gemeente deze borden misschien eens weg halen?;De verkeersborden verwijderen aub
Openbare Ruimte;Rommel in een groenstrook wordt ook na verschillende MORA meldingen niet opgeruimd. Tussen de huizen wordt niet opgeruimd, ondanks dat het de grond van de gemeente is.;Dat het opgeruimd wordt.
Openbare Ruimte;Buitenverlichting doet het niet. Kelbergen de gehele straat. Geen verlichting waardoor de bewoners zich onveilig voelen.<br />Mw ter Borg heeft al meerdere klachten ingediend en geen bericht ontvangen. Nr 44 t<wbr />/m 49 zonder licht.;Mw ter Borg wil graag dat de verlichting gerepareerd wordt, zodat de bewoners zich veilig voelen.
Openbare Ruimte;Er staan drie bomen op het grasveld. De middelste is vorig jaar afgebroken. Kan deze vervangen worden door een boom van dezelfde grootte als de andere twee? Daarnaast staan er in dezelfde straat nog 3 dode bomen. Deze bomen zijn allen geplant ter vervanging van bomen die werden gekapt bij vernieuwing van de straat. Wij vinden het (mede namens de VVE 550 v<wbr />/h Wamelplein) onacceptabel als er geen budget is voor nieuwe gezonde bomen. Op deze manier ziet de straat er niet uit. Van de 12 bomen zijn er 5 dood. Dat kan niet de bedoeling zijn. Ik zou hier en over andere zaken graag overleggen met de wijktoezichthouder. Ik heb het al twee keer gemeld. Helaas hebben we nu twee keer nul op het rekest gekregen terwijl het toch een normaal verzoek is wat ingewilligd kan worden. Ik wil niet klagen en ben normaal gesproken niet zo klagerig. Bij een derde afwijzing ga ik het in samenspraak met de vve hoger opzoeken. Ik hoop dat dat niet nodig is en we er in een gesprek uit kunnen komen. MVG, Maurits;Het plaatsen van nieuwe<wbr />/andere bomen die wel in deze grond blijven leven.
Openbare Ruimte;Mw heeft op 12<wbr />/9 een melding gedaan inzake onderhoud groenvoorziening. Vervolgens heeft mw een sms ontvangen dat het opgelost zou zijn. Hierop heeft mw gereageerd omdat de melding niet opgelost was, hierop is mw doorverbonden met afd groenvoorziening maar was de persoon die hierover zou gaan afwezig;Wat wilt u dat de gemeente gaat doen naar aanleiding van uw klacht:
Openbare Ruimte;incompetent handelen van medewerkers, voor de derde keer is er iemand ingeschreven op mijn adres terwijl dat niet zou moeten! Ze vergissen zich in het invoeren van de postcode. Dit is natuurlijk erg vervelend voor mij en ik onderneem actie, ik bel en leg de situatie uit ! Nou ben ik in onderzoek gezet en heb moeten aangeven dat ik op mijn adres woon. Ik doe dit netjes omdat ik moe wordt van dat gezijk ! Wordt ik gebeld op mijn vakantie adres en geeft de dame aan dat ik langs moet komen omdat er iemand heeft gezegd de hoofdbewoner te zijn op mijn adres !<br /><br />Ik heb dit huis 7 jaar geleden gekocht en ben de enigste bewoner !<br /><br />Ik probeer rustig te blijven en leg het uit, tevens geeft ik aan dat jullie mij bellen in het buitenland! Dat kan niet volgens de mevrouw want jullie kunnen niet naar het buitenland bellen. De medewerker is te dom om te  beseffen dat ik voor de kosten moet opdraaien, ze zet me in de wacht om vervolgens  tot de conclussie te komen dat er weer een fout is gemaakt;Ik wil een excuus en ik wil gecompenseerd worden voor de kosten en het leed wat mij meerdere malen door jullie is aangedaan.<br />Daarbij heb ik nog niet bevestigd gekregen dat jullie je eigen fout ongedaan hebben gemaakt. Ik heb net gebeld maar kreeg een hele assertieve man aan de lijn die niet gediend was van mij opwinding<wbr />/ aggitatie naar jullie toe. Hij hing mij op zonder echt te luisteren , hij was erg druk met zijn eigen beleving. Het is noodzakelijk dat jullie je werk goed doen, jullie vallen mij namelijk lastig met jullie incompetentie. Vanaf nu ga ik de informatie bewaren en als dit nogmaals voorkomt ga ik er mee naar de ombutsman en radar.<br /><br />Ik ben het zat, dit is de derde keer !Het is schandelijk wat er gebeurt !
Openbare Ruimte;Mevrouw van der Meer heeft een klacht en een mededeling dat de bezorging van het paspoort niet soepel verloopt. Mevrouw heeft extra kosten moeten maken om te bellen met bezorgdienst. Mevrouw vliegt zaterdag 18 oktober en heeft nog steeds geen paspoort.;Betere afspraken en regeling treffen met bezorgdienst. Mevrouw wenst minstens de rembours kosten terug te ontvangen, vanwege het niet juist op tijd bezorgen van het paspoort en immateriele schade.
Openbare Ruimte;Geluidsoverlast tijdens het Amsterdam Dance Event.;Lering trekken uit de klacht. Voortaan bewoners tijdig informeren of laten informeren. Net als Sensation jaarlijks doet. Dit is een verpkichting bij het verlenen van een dergeklijke vergunning. Excuses maken
Openbare Ruimte;Wat is het beleid van het stadsdeel Zuidoost m.b.t. de informatie van de verkeersborden of internet.;Meneer wil graag het beleid weten van het stadsdeel.<br />Meneer wil graag weten wat de aanduiding is van de borden. Eenduidig. Handhavers dienen ook te weten wat de betekenis is van de borden.
Openbare Ruimte;Ik heb enige tijd geleden een oplaadpunt voor mijn electrische auto aangevraagd. Uiteindelijk heeft het 8<wbr />/9 maanden geduurt voordat de paal geplaats kon worden. Nu staan er al 4 dagen 1 'smart2go' auto en 1 andere oplaadbare auto op de oplaadpunten. Die zijn inmiddels allang opgeladen maar houden de paal bezet waardoor ik mijn auto niet op kan laden. Ik heb contact gezocht met smart2go en die zeggen dat omdat er verder geen regels zijn omtrent de duur van het parkeren zij de auto's niet weghalen. <br />;Ik vind het vreemd dat de oplaadpunten niet om de zoveel tijd vrijgegeven moeten worden om dit soort problemen te voorkomen. Omdat er geen beleid omheen is weggezet zou een electrische auto bij wijze van spreken een oplaadpunt constant bezet kunnen houden zonder dat daar iets aan gedaan kan worden. Waardoor andere eigenaren van een electrische auto dan geen gebruik kunnen maken van zo'n oplaadpunt.
Openbare Ruimte;Geluidsoverlast in Amsterdam Centrum (Nieuwmarktbuurt) door het DGTL feest bij de NDSM werf.;De gemeente moet de geluidsnormen voor festivals aanscherpen. Ook moet de politie kunnen optreden als er meerdere geluidsoverlast klachten over een festival binnenkomen, ook al is het een vergunt evenement.
Openbare Ruimte;Dat er op de N200 geen bescherming is voor dieren die naast deze weg wonen. In de bijlage vindt u de uitgebreide beschrijving van mijn klacht.;Nee
Openbare Ruimte;de wegen van Amsterdam zijn slecht begaanbaar voor normaal fietsverkeer;Nee
Openbare Ruimte;Kl heeft sinds begin 2015 overlast van storing in zijn geluidsapparatuur. Hij vermoedt een oorzaak gelegen in de veranderde frequentie van de antenne's mbt telefoonverkeer aan de overkant te Spuistraat.;Graag wil kl info mbt frequentie normen en de mogelijke oplossing van zijn probleem onderzoeken.
Openbare Ruimte;De zware schoonmaak karretjes die rijden met een enorme snelheid door de straat. De woning trilt dan heel erg. De lampen gaan schommelen. En mevrouw heeft al meerdere malen contact gehad. Tijdje ging het wel goed. En het is voornamelijk op zondag.;Ervoor zorgen dat de schoonmaak karretjes zich aan de snelheid houden. Zodat de woningen niet meer trillen.
Openbare Ruimte;Enkele weken geleden is gestart met het opnieuw bestraten en herinrichten van het stuk straat rondom Amstel 218. De klachten houden in: 1) Het is de bewoners onduidelijk hoe de inrichting er uit gaat zien. De bewoners zijn hier niet over ingelicht. Er is geen contactpersoon bij de gemeente aan de bewoners doorgegeven. 2) De opgang van de woonboten 218-S en W dreigt te smal te worden. Hier staan fietsrekken en een iep aan de rechterzijde (bezien vanaf de straat) van de entree en parkeervlakken aan de linkerzijde van het pad naar de woonboten. Een van de werklui heeft aangegeven dat de kring rondom de iep mogelijk groter moet worden vanwege de straatstenen die nu door de wortels van diep omhoog worden geduwd. Als dat gebeurt is er van een opgang amper meer sprake. 3) het is onduidelijk hoe de amsterdammertjes nu geplaatst gaan worden en of het looppad gewaarborgd blijft. 4) Bij het verrichten van de werkzaamheden wordt onvoldoende rekening te houden met het looppad naar de boten.;- Een contactpersoon kenbaar maken.<br />- De bewoners van de omliggende panden en woonboten informeren, in het bijzonder de bewoners van Amstel 218-S en 218-W (woonboten).<br />- De bewoners van Amstel 218-S en 218-W (woonboten) betrekken bij de inrichti
Openbare Ruimte;Er staan marktkraamspullen op de stoep in de straat van de beller: Marnixstraat t<wbr />/o transformatorhuisje. Liander kan niet bij het transformatorhuisje.;Er voor zorgen dat deze spullen overgebracht worden naar de Lindengracht.
Openbare Ruimte;In mijn woonomgeving, lijkt het alsof er steeds meer openbare parkeerplaatsen verdwijnen. Zo zijn ze nu in de Korte Koningstraat bezig met werkzaamheden aan de weg en wordt de straat opnieuw belegd met straatstenen en het lijkt alsof de parkeerplaatsen die daar eerder gesitueerd waren, niet meer terug komen. <br />Ik betaal geld voor mijn parkeervergunning en elk jaar gaan de tarieven daarvan omhoog. Maar de parkeerplaatsen worden er eigenlijk alleen maar minder op.;Ik zou graag zien dat de Gemeente contact met mij opneemt en het als een serieuse klacht zien. Mogelijk dat er met de omwonenden om tafel gezeten kan worden en samen gekeken kan worden naar een oplossing. <br />Ook vind ik dat ze naar de toewijzing van invalide parkeerplaatsen moeten kijken. Daarin lijkt er ook gefraudeerd te worden.
Openbare Ruimte;Klacht omtrent:<br />a. Graffiti en verf op deuren, panden, muren en eigendommen (fietsen)<br />b.Gemeentelijke schoonmaakdienst die tijdens het schoonmaken van de openbare ruimte (stoep<wbr />/weg) de panden alleen nog maar viezer maakt (opspattend modder);Opnieuw alle panden die op de Spuistraat schoonmaken niet alleen de openbare ruimte
Openbare Ruimte;Mw Doyle probeert sinds een week contact te leggen met I Visser, gebiedsbeheerder mbt werkzaamheden Keizersgracht.;Wat wilt u dat de gemeente gaat doen naar aanleiding van uw klacht:
Openbare Ruimte;Er is hier nergens ruimte om fietsen te parkeren (t.h.v. Goudsbloemstraat 110). Hier staan zoveel oude fietsen (die op geen enkele manier meer berijdbaar zijn) dat er geen plaats is om fietsen neer te zetten die regelmatig worden gebruikt. Hierdoor is er geen mogelijkheid om een fiets met een kettingslot aan een object te zekeren - en moeten fietsen 'los' met een kettingslot worden afgesloten. Hierdoor zijn er sinds juli 2014 2 fietsen van mij gestolen.;Oude verroeste fietsen weghalen, zodat er weer ruimte is om normaal te kunnen parkeren.
Openbare Ruimte;Fiets is weggehaald uit de fietsflat op 02-04-2015. De fiets was echter in het rek geplaatst en met ketting aan het rek (metalen stang) vastgemaakt. Daarmee voldeed het aan de voorwaarden van plaatsen. Waarom is deze alsnog weggehaald naar het fietsdepot? Hoe lang mag een fiets daar staan, want stond nu slechts enkele uren?;Duidelijke borden plaatsen wat wel en niet mag, want het is nu niet duidelijk. Eventuele markering plaatsen met locaties waar geen fietsen mogen.
Openbare Ruimte;registratienummer MORA-0371716 Meldingen zwerfafval zijn zinloos! Als ik via de Beterbuiten app een melding doe, dan is actie dezelfde, of uiterlijk de volgende dag noodzakelijk. Anders blijft het een rotzooi op straat. Dat er nu gezegd wordt 'binnen 3 dagen' is belachelijk. Dan wordt het probleem nooit opgelost.;Neem onmiddellijk actie op vuilniszakken die op een verkeerd tijdstip worden gedumpt om te voorkomen dat reguliere ophalers de zakken meenemen. Dit lost het probleem niet op
Openbare Ruimte;Het gaat over mijn oude klacht MORA-34292. Deze werd destijds als afgehandeld aangemerkt, omdat de betreffende fietsrek<wbr />/nietjes in verband met een te plaatsen afvalcontainer zou worden weggehaald. Dat is toen inderdaad gebeurd, maar vandaag werden ze teruggeplaatst en wel precies op dezelfde foute plaats waartegen ik destijds bezwaar maakte. Nu staat het rijtje dus opnieuw 1 plaats naar 'rechts', precies voor mijn deur waar het daarvoor nooit gestaan had. Ik kan niet zien of mijn extra info die ik bij die oude klacht nu aangeleverd heb ook werkelijk ergens komt. Vandaar deze procedure.;Rijtje weer 1 plaats naar links. D.w.z. dat 1 nietje wordt verwijderd voor mijn deur en hetzij niet herplaatst, hetzij aan de andere kant (voor het slooppand) gezet. Dat is overigens de oorspronkelijke positie: aan die kant was nooit een deur, ook niet voordat het pand gesloopt werd.
Openbare Ruimte;mevrouw zat op een bankje op het Rembrandplein iets te eten toen er een veegwagen van de gemeente aan kwam(4778 nr. van veegwagen) . Mevrouw stond op en de medewerker spoot al haar spullen (tas met inhoud, bakje met yogurt etcetc) van het bankje schreeuwend dat 'mevrouw niet op het bankje mocht eten want 'het is toch geen terras'. Mevrouw vond de manier van doen bovendien erg bedreigend.;Mevrouw wil graag contact met de gemeente hierover en schadevergoeding voor de beschadigde vertrouwelijke documenten die zich in de tas bevonden.
Openbare Ruimte;Het zonder vooraankondiging zich melden op mijn woonadres en aanwezigen verzoeken de woonruimte te mogen betreden.<br />Bovendien verklaren dat de eigenaar<wbr />/bewoner zich met illegale praktijken bezighoudt;Nee
Openbare Ruimte;Sinds maart 2014 wordt het overdag bewonen van mijn woning mij onmogelijk gemaakt.;15-8-2014
Openbare Ruimte;De geluidsoverlast met koningsdag in het centrum wordt elk jaar erger. Op dit moment is het in het gehele centrum echt, maar dan ook echt, niet mogelijk ergens te ontsnappen aan ongelooflijk hard versterkte (punk) muziek. Het is mij een raadsel waarom dat toegestaan is. Echte muzikanten en kinderen die muziek maken hebben geen schijn van kans en zie je in het centrum op deze dag dan ook helemaal niet meer. Ook de vrijmarkt is verworden tot een bierfeest voor volwassenen. De grachten zijn vol boten die overvol zitten met dronken mensen en vanaf elke boot schalt extreem hard versterkte muziek.  Mijn voorstel is versterkte muziek in het centrum met Koningsdag te volledig te verbieden en accoustische muziek weer een kans te geven. Ook lijkt het centrum meer en meer uitsluitend een magneet voor mensen die dronken en stoned willen worden en vuilnis op straat gooien. Het argument 'je woont in het centrum en dus moet je alles normaal vinden' gaat niet op.;Per e-mail
